,condition,initial_tempo,note_duration,melodic_interval,motion_direction,strongest_pitch,pitches_classes,importance_bass,importance_middle,importance_height
44,christmas,120.0,0.5982142857142857,2.3207547169811322,0.358974358974359,3,"[0.0, 0.6363636363636364, 0.6363636363636364, 0.0, 0.8181818181818182, 0.0, 0.9090909090909092, 0.36363636363636365, 0.0, 1.0, 0.0, 0.5454545454545454]",0.0,0.7962962962962963,0.2037037037037037
45,christmas,120.0,0.571875,1.2597402597402598,0.4583333333333333,2,"[0.08823529411764705, 0.0, 0.29411764705882354, 1.0, 0.029411764705882353, 0.5882352941176471, 0.0, 0.2647058823529412, 0.058823529411764705, 0.0, 0.029411764705882353, 0.029411764705882353]",0.0,1.0,0.0
46,christmas,120.0,0.7863636363636364,2.1296296296296298,0.5121951219512195,3,"[0.15384615384615385, 0.0, 0.5384615384615385, 0.0, 1.0, 0.6153846153846154, 0.0, 0.9230769230769231, 0.0, 0.7692307692307693, 0.0, 0.23076923076923078]",0.0,0.9636363636363636,0.03636363636363636
47,christmas,120.0,0.921875,2.4838709677419355,0.5,2,"[0.6000000000000001, 0.0, 0.2, 0.1, 0.0, 0.0, 0.0, 0.4, 1.0, 0.0, 0.9, 0.0]",0.03125,0.96875,0.0
48,christmas,120.0,0.6875,3.5384615384615383,0.5454545454545454,5,"[0.4444444444444444, 0.0, 0.7777777777777777, 0.0, 0.4444444444444444, 0.0, 0.7777777777777777, 1.0, 0.0, 0.7777777777777777, 0.1111111111111111, 0.4444444444444444]",0.4883720930232558,0.5116279069767442,0.0
49,christmas,120.0,1.066326530612245,3.78125,0.49411764705882355,4,"[0.5555555555555556, 0.7222222222222222, 0.0, 1.0, 0.0, 0.9444444444444444, 0.0, 1.0, 0.7222222222222222, 0.0, 0.5555555555555556, 0.0]",0.5858585858585859,0.41414141414141414,0.0
50,christmas,120.0,0.6320754716981132,2.3076923076923075,0.5111111111111111,2,"[0.4666666666666667, 0.5333333333333333, 0.0, 0.26666666666666666, 0.0, 0.06666666666666667, 0.0, 0.5333333333333333, 0.6666666666666666, 0.0, 1.0, 0.0]",0.0,0.8113207547169812,0.18867924528301888
51,christmas,120.0,0.7045454545454546,2.6,0.25,4,"[0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 1.0, 0.0, 0.3333333333333333, 0.0, 1.0, 0.6666666666666666, 0.0]",0.0,1.0,0.0
52,christmas,120.0,0.8541666666666666,2.727272727272727,0.5,8,"[0.5, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.5, 1.0, 0.0, 0.0, 0.0]",0.0,1.0,0.0
53,christmas,120.0,0.3067375886524823,2.3043478260869565,0.5130434782608696,3,"[0.6551724137931034, 0.0, 0.3448275862068966, 0.0, 0.7586206896551724, 0.6896551724137931, 0.0, 1.0, 0.0, 0.7586206896551724, 0.0, 0.6206896551724138]",0.0,0.9571428571428572,0.04285714285714286
54,christmas,120.0,0.44505494505494503,2.261904761904762,0.5384615384615384,3,"[0.5238095238095237, 0.47619047619047616, 0.0, 0.19047619047619047, 0.0, 0.38095238095238093, 0.0, 1.0, 0.6190476190476191, 0.0, 0.8571428571428571, 0.0]",0.0,0.8470588235294118,0.15294117647058825
55,christmas,120.0,0.7023809523809523,2.2903225806451615,0.5333333333333333,2,"[0.3125, 0.0, 0.3125, 0.0625, 0.4375, 0.75, 0.0, 1.0, 0.0, 0.5, 0.5625, 0.0]",0.0,0.9682539682539683,0.031746031746031744
56,christmas,120.0,0.5238095238095238,2.5121951219512195,0.5277777777777778,2,"[0.7777777777777777, 0.0, 0.4444444444444444, 0.0, 0.2222222222222222, 0.0, 0.4444444444444444, 0.7777777777777777, 0.0, 1.0, 0.0, 1.0]",0.0,0.9047619047619048,0.09523809523809523
57,christmas,120.0,0.9626865671641791,1.893939393939394,0.46938775510204084,2,"[0.043478260869565216, 0.043478260869565216, 0.0, 0.043478260869565216, 0.0, 0.5652173913043478, 0.0, 0.5652173913043478, 1.0, 0.0, 0.6521739130434783, 0.0]",0.22388059701492538,0.7761194029850746,0.0
58,christmas,120.0,0.6434426229508197,2.6333333333333333,0.4782608695652174,3,"[0.5333333333333333, 0.0, 1.0, 0.0, 0.2, 1.0, 0.0, 0.5333333333333333, 0.0, 0.6666666666666666, 0.13333333333333333, 0.0]",0.6721311475409836,0.32786885245901637,0.0
59,christmas,120.0,0.5967741935483871,2.6333333333333333,0.46153846153846156,2,"[0.6666666666666666, 0.0, 0.3333333333333333, 0.8333333333333333, 0.0, 1.0, 0.0, 0.8333333333333333, 0.16666666666666666, 0.6666666666666666, 0.6666666666666666, 0.0]",0.0,0.8064516129032258,0.1935483870967742
60,christmas,120.0,0.7222222222222222,2.2058823529411766,0.5,3,"[0.5, 0.125, 0.75, 0.625, 0.0, 1.0, 0.0, 0.5, 0.5, 0.0, 0.375, 0.0]",0.0,1.0,0.0
61,christmas,120.0,0.9137931034482759,2.3580246913580245,0.4788732394366197,3,"[0.3157894736842105, 0.0, 0.3157894736842105, 0.05263157894736842, 0.42105263157894735, 0.7894736842105263, 0.05263157894736842, 0.9473684210526315, 0.05263157894736842, 0.8421052631578947, 1.0, 0.0]",0.0,0.9230769230769231,0.07692307692307693
62,christmas,120.0,1.0227272727272727,2.0,0.4666666666666667,1,"[0.23529411764705882, 0.0, 0.8235294117647058, 0.0, 1.0, 0.9411764705882353, 0.0, 0.4117647058823529, 0.0, 0.29411764705882354, 0.1764705882352941, 0.0]",0.0,0.9696969696969697,0.030303030303030304
63,christmas,120.0,0.5688405797101449,1.5588235294117647,0.46808510638297873,1,"[0.17391304347826086, 0.0, 0.7826086956521738, 1.0, 0.0, 0.5652173913043478, 0.0, 0.30434782608695654, 0.043478260869565216, 0.0, 0.13043478260869565, 0.0]",0.0,0.9855072463768116,0.014492753623188406
64,christmas,120.0,0.96,2.857142857142857,0.525,9,"[0.3333333333333333, 0.0, 0.75, 0.0, 0.5, 0.25, 0.0, 0.5833333333333333, 0.0, 0.75, 0.0, 1.0]",0.0,0.78,0.22
65,christmas,120.0,0.6833333333333333,2.607142857142857,0.5454545454545454,2,"[0.7142857142857142, 0.0, 0.8571428571428571, 0.0, 1.0, 0.0, 0.0, 0.8571428571428571, 0.0, 0.5714285714285714, 0.0, 0.14285714285714285]",0.034482758620689655,0.9655172413793104,0.0
66,christmas,120.0,0.46944444444444444,2.6923076923076925,0.4857142857142857,7,"[0.7222222222222222, 0.0, 0.5555555555555556, 0.0, 0.5555555555555556, 0.2777777777777778, 0.0, 1.0, 0.05555555555555555, 0.2777777777777778, 0.0, 0.5555555555555556]",0.2777777777777778,0.7222222222222222,0.0
67,christmas,120.0,0.5328947368421053,2.066666666666667,0.3333333333333333,5,"[0.1111111111111111, 0.0, 1.0, 0.1111111111111111, 0.0, 0.2222222222222222, 0.0, 0.3333333333333333, 0.0, 0.1111111111111111, 0.1111111111111111, 0.0]",0.0,1.0,0.0
68,christmas,120.0,0.5153061224489796,2.5869565217391304,0.5142857142857142,6,"[0.6666666666666666, 0.0, 0.25, 0.0, 0.9166666666666666, 0.5, 0.0, 0.3333333333333333, 0.0, 0.41666666666666663, 1.0, 0.0]",0.0,0.9183673469387755,0.08163265306122448
69,christmas,120.0,0.3263888888888889,5.055555555555555,0.47619047619047616,3,"[0.625, 0.0, 0.5, 1.0, 0.0, 0.5, 0.125, 0.625, 0.0, 0.625, 0.625, 0.125]",0.13157894736842105,0.7631578947368421,0.10526315789473684
70,christmas,120.0,0.9558823529411765,2.696969696969697,0.4642857142857143,2,"[0.0, 0.75, 0.25, 0.0, 0.625, 0.0, 0.625, 0.875, 0.0, 1.0, 0.0, 0.125]",0.0,0.7352941176470589,0.2647058823529412
71,christmas,120.0,0.9755434782608695,3.1136363636363638,0.43243243243243246,2,"[0.2857142857142857, 0.5, 0.0, 0.21428571428571427, 0.0, 0.6428571428571428, 0.0, 1.0, 0.42857142857142855, 0.0, 0.2857142857142857, 0.0]",0.44680851063829785,0.5531914893617021,0.0
72,christmas,120.0,0.4935897435897436,1.9210526315789473,0.5714285714285714,1,"[0.30000000000000004, 0.0, 0.30000000000000004, 0.30000000000000004, 0.0, 0.6000000000000001, 0.0, 0.6000000000000001, 0.0, 1.0, 0.8, 0.0]",0.0,1.0,0.0
73,christmas,120.0,0.37209302325581395,2.0833333333333335,0.4626865671641791,2,"[0.0, 0.4545454545454546, 0.36363636363636365, 0.0, 0.2272727272727273, 0.0, 0.2272727272727273, 0.6363636363636364, 0.0, 0.9545454545454546, 0.0, 1.0]",0.0,0.7411764705882353,0.25882352941176473
74,christmas,120.0,0.6574074074074074,2.88,0.5333333333333333,8,"[0.5625, 0.0, 1.0, 0.0, 0.3125, 0.1875, 0.0625, 0.3125, 0.0, 0.375, 0.6875, 0.0]",0.05357142857142857,0.9464285714285714,0.0
75,christmas,120.0,0.6136363636363636,2.814814814814815,0.4146341463414634,2,"[0.0, 0.375, 0.0625, 0.0, 0.8125, 0.0, 1.0, 0.5, 0.0, 0.5, 0.0, 0.1875]",0.6363636363636364,0.36363636363636365,0.0
76,christmas,120.0,0.5290697674418605,1.9761904761904763,0.41379310344827586,1,"[0.2, 0.30000000000000004, 0.0, 0.6000000000000001, 0.0, 0.7000000000000001, 0.0, 1.0, 0.9, 0.0, 0.6000000000000001, 0.0]",0.0,0.9069767441860465,0.09302325581395349
77,christmas,120.0,0.6838235294117647,3.7586206896551726,0.48,5,"[0.2222222222222222, 0.0, 0.8888888888888888, 0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 1.0, 0.0, 0.5555555555555556, 0.0, 0.2222222222222222]",0.5,0.5,0.0
78,christmas,120.0,0.63,3.6530612244897958,0.47619047619047616,3,"[0.46153846153846156, 0.0, 1.0, 0.0, 0.38461538461538464, 0.8461538461538463, 0.0, 0.38461538461538464, 0.0, 0.46153846153846156, 0.0, 0.3076923076923077]",0.7,0.3,0.0
79,christmas,120.0,0.7053571428571429,2.5185185185185186,0.4666666666666667,1,"[0.6153846153846154, 0.0, 0.5384615384615385, 0.0, 0.15384615384615385, 0.0, 0.7692307692307693, 1.0, 0.0, 0.6923076923076923, 0.0, 0.46153846153846156]",0.05454545454545454,0.9090909090909091,0.03636363636363636
80,christmas,120.0,0.48842592592592593,1.7222222222222223,0.3888888888888889,5,"[0.0, 0.8888888888888888, 0.1111111111111111, 0.0, 0.3333333333333333, 0.0, 1.0, 0.5555555555555556, 0.0, 0.4444444444444444, 0.0, 0.3333333333333333]",0.5757575757575758,0.42424242424242425,0.0
81,christmas,120.0,0.6555555555555556,1.0227272727272727,0.4583333333333333,2,"[0.07692307692307693, 0.0, 0.8461538461538463, 0.9230769230769231, 0.0, 1.0, 0.0, 0.38461538461538464, 0.15384615384615385, 0.0, 0.07692307692307693, 0.0]",0.0,1.0,0.0
82,christmas,120.0,0.5887096774193549,2.4166666666666665,0.5,2,"[0.25, 0.0, 0.5625, 0.4375, 0.0, 0.375, 0.0, 0.625, 1.0, 0.0, 0.8125, 0.0]",0.015384615384615385,0.8153846153846154,0.16923076923076924
83,christmas,120.0,0.4703389830508475,1.9310344827586208,0.44680851063829785,3,"[0.0, 0.3571428571428571, 0.0, 0.5, 0.21428571428571427, 0.0, 0.5714285714285714, 0.0, 0.7857142857142857, 0.7857142857142857, 0.0, 1.0]",0.0,0.7796610169491526,0.22033898305084745
84,christmas,120.0,0.7651515151515151,3.4,0.48148148148148145,1,"[0.5714285714285714, 0.0, 0.7142857142857142, 0.0, 1.0, 0.8571428571428571, 0.0, 0.8571428571428571, 0.0, 0.14285714285714285, 0.7142857142857142, 0.0]",0.6176470588235294,0.38235294117647056,0.0
85,christmas,120.0,0.4782608695652174,2.5795454545454546,0.4358974358974359,5,"[0.6470588235294118, 0.058823529411764705, 1.0, 0.0, 0.3529411764705882, 0.0, 0.7647058823529411, 1.0, 0.058823529411764705, 0.8823529411764706, 0.0, 0.7058823529411764]",0.0,0.8064516129032258,0.1935483870967742
86,christmas,120.0,0.7441860465116279,3.073170731707317,0.4857142857142857,1,"[0.25, 0.5833333333333333, 0.0, 0.25, 0.0, 0.08333333333333333, 0.08333333333333333, 1.0, 0.75, 0.0, 0.6666666666666666, 0.0]",0.0,0.9318181818181818,0.06818181818181818
87,christmas,120.0,1.0263157894736843,3.810810810810811,0.5294117647058824,2,"[0.7142857142857142, 0.0, 0.7142857142857142, 0.0, 1.0, 0.0, 1.0, 0.8571428571428571, 0.0, 0.8571428571428571, 0.0, 0.2857142857142857]",0.631578947368421,0.3684210526315789,0.0
88,christmas,120.0,0.601063829787234,2.9545454545454546,0.4594594594594595,2,"[0.3333333333333333, 0.0, 0.1111111111111111, 1.0, 0.0, 1.0, 0.0, 0.7777777777777777, 1.0, 0.0, 0.7777777777777777, 0.0]",0.4888888888888889,0.5111111111111111,0.0
89,christmas,120.0,0.6401209677419355,4.275862068965517,0.4909090909090909,7,"[1.0, 0.08333333333333333, 0.5, 0.0, 0.6666666666666666, 0.8333333333333333, 0.0, 0.9166666666666666, 0.0, 0.75, 0.8333333333333333, 0.0]",0.5074626865671642,0.4626865671641791,0.029850746268656716
90,christmas,120.0,0.5333333333333333,3.4285714285714284,0.6153846153846154,2,"[0.5, 0.0, 0.5, 0.0, 0.5, 0.25, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]",0.3333333333333333,0.6666666666666666,0.0
91,christmas,120.0,0.5357142857142857,2.0,0.8,4,"[0.3333333333333333, 0.0, 0.0, 0.0, 1.0, 0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333]",0.0,1.0,0.0
92,christmas,120.0,0.4522058823529412,6.0588235294117645,0.5,3,"[0.6666666666666666, 0.0, 0.5555555555555556, 0.6666666666666666, 0.0, 0.7777777777777777, 0.1111111111111111, 0.7777777777777777, 1.0, 0.0, 0.7777777777777777, 0.0]",0.08333333333333333,0.7291666666666666,0.1875
93,christmas,120.0,0.42,2.061224489795918,0.46153846153846156,3,"[0.5833333333333333, 0.0, 0.41666666666666663, 0.0, 0.08333333333333333, 0.5833333333333333, 0.0, 1.0, 0.0, 0.5833333333333333, 0.9166666666666666, 0.0]",0.0,0.94,0.06
94,christmas,120.0,0.5185185185185185,3.792452830188679,0.45652173913043476,10,"[0.6, 0.0, 0.2, 0.0, 0.5333333333333333, 0.26666666666666666, 0.0, 0.4, 0.0, 0.6, 1.0, 0.0]",0.4444444444444444,0.5555555555555556,0.0
95,christmas,120.0,0.33653846153846156,2.56,0.47058823529411764,3,"[0.6666666666666666, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.5, 0.0, 0.8333333333333333, 0.6666666666666666, 0.0, 1.0, 0.0]",0.34615384615384615,0.6538461538461539,0.0
96,christmas,120.0,1.0,1.64,0.4375,2,"[0.6666666666666666, 0.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.5, 0.0, 1.0, 0.0, 1.0, 0.0, 0.16666666666666666]",0.0,0.8461538461538461,0.15384615384615385
97,christmas,120.0,0.5454545454545454,2.225806451612903,0.43478260869565216,2,"[0.2222222222222222, 0.0, 0.5555555555555556, 0.0, 1.0, 0.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.1111111111111111, 0.0, 0.2222222222222222]",0.0,1.0,0.0
